50.0
51.0
51.0
50.0
48.0
46.0
46.0
45.0
46.0
45.0
44.0
44.0
44.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
44.0
45.0
44.0
44.0
43.0
44.0
44.0
44.0
44.0
45.0
44.0
44.0
43.0
43.0
44.0
44.0
45.0
45.0
45.0
45.0
44.0
44.0
43.0
43.0
43.0
43.0
43.0
41.0
42.0
42.0
43.0
43.0
43.0
43.0
43.0
43.0
43.0
43.0
43.0
43.0
44.0
43.0
43.0
43.0
43.0
43.0
44.0
46.0
44.0
44.0
43.0
43.0
43.0
44.0
44.0
44.0
45.0
44.0
44.0
44.0
45.0
45.0
45.0
44.0
44.0
44.0
44.0
44.0
45.0
43.0
43.0
44.0
44.0
43.0
44.0
44.0
45.0
44.0
43.0
43.0
